accel,gyro,miclevel,Label
"0.34904229640960693,1.287360668182373,0.4165419340133667","1.4184364080429077,-1.0854467153549194,-6.940906524658203","-18.44395637512207,-18.971271514892578",Waving
"1.5382866859436035,1.6665291786193848,0.48469966650009155","0.20999115705490112,-1.8040990829467773,-4.919061183929443","-18.44395637512207,-20.702184677124023",Waving
"1.8764694929122925,1.8194764852523804,0.2614114284515381","-0.640662431716919,-1.723870873451233,-1.2794042825698853","-18.44395637512207,-21.623550415039062",Waving
"1.7137155532836914,1.7657533884048462,0.006188869476318359","-0.472882479429245,-1.034149408340454,0.7007709741592407","-18.44395637512207,-23.28121566772461",Waving
"0.9913384914398193,1.4188432693481445,-0.20449233055114746","2.1249825954437256,0.3144098222255707,4.88860559463501","-17.60430335998535,-17.60430335998535",Waving
"-0.11434400081634521,1.272894263267517,0.4702976942062378","3.2973055839538574,2.533076047897339,8.258157730102539","-11.27574348449707,-17.803804397583008",Waving
"-0.5680123567581177,1.1985089778900146,0.7849730253219604","1.9785391092300415,3.7609338760375977,9.112601280212402","-11.27574348449707,-18.241186141967773",Waving
"-0.9764460325241089,1.065830945968628,0.6648128032684326","-1.5080699920654297,3.621124505996704,9.1918363571167","-11.27574348449707,-19.225582122802734",Waving
"-1.0997133255004883,1.1804304122924805,0.21318578720092773","-1.7255357503890991,1.1885918378829956,9.049612998962402","-11.27574348449707,-21.05725860595703",Waving
"-1.288944125175476,1.1648836135864258,0.26534509658813477","-2.0794339179992676,0.6095998883247375,8.67111873626709","-11.27574348449707,-22.119705200195312",Waving
"-1.218319058418274,1.232923150062561,0.0165560245513916","-4.226759433746338,0.35191139578819275,7.480172157287598","-11.27574348449707,-23.6754207611084",Waving
"-1.4118906259536743,1.4947986602783203,0.0059239864349365234","-3.2568483352661133,-1.7043893337249756,8.51157283782959","-11.27574348449707,-24.708152770996094",Waving
"-2.0630245208740234,1.661879062652588,0.16474652290344238","-4.549638748168945,-1.102815866470337,9.012772560119629","-11.27574348449707,-24.829124450683594",Waving
"-3.5638489723205566,0.8178353309631348,-1.7535924911499023","-5.200582027435303,0.2065480798482895,3.691856622695923","-11.27574348449707,-25.953750610351562",Waving
"-3.677715539932251,0.4010810852050781,-2.138827323913574","2.4994564056396484,-1.135528564453125,-2.8877768516540527","-11.27574348449707,-21.066862106323242",Waving
"-3.0323646068573,0.5885976552963257,-0.9490524530410767","3.501462697982788,0.9119454026222229,-5.129364967346191","-11.27574348449707,-20.354141235351562",Waving
"-2.0813181400299072,1.1148641109466553,-0.13998878002166748","3.7566702365875244,1.7840625047683716,-6.211089611053467","-11.27574348449707,-15.584210395812988",Waving
"-2.040644407272339,1.64497709274292,0.12957066297531128","4.309248447418213,0.3285602629184723,-7.880151271820068","-11.27574348449707,-16.394224166870117",Waving
"-1.8865631818771362,1.8834829330444336,0.19071030616760254","4.40926456451416,-0.5297163724899292,-9.019389152526855","-11.27574348449707,-11.27574348449707",Waving
"-1.4199992418289185,1.9565922021865845,0.2929455041885376","3.94931697845459,-0.9960028529167175,-10.273415565490723","-10.907132148742676,-13.093027114868164",Waving
"-0.8850443959236145,1.7281657457351685,0.3802851438522339","3.423396587371826,-1.4722458124160767,-10.11762809753418","-10.907132148742676,-13.970487594604492",Waving
"-0.4510931968688965,1.5492944717407227,0.4735908508300781","2.405496597290039,-2.1075599193573,-9.323633193969727","-10.907132148742676,-14.626255989074707",Waving
"0.1168559193611145,1.2460582256317139,0.42484307289123535","-0.3686807155609131,-1.263826847076416,-7.468682289123535","-10.907132148742676,-16.549579620361328",Waving
"1.435068130493164,1.7435344457626343,0.2619051933288574","-2.4069607257843018,1.1889839172363281,-6.06181526184082","-10.907132148742676,-17.28227424621582",Waving
"2.1844534873962402,2.060171604156494,0.20511066913604736","-2.6657307147979736,0.6985265612602234,-5.238248348236084","-10.907132148742676,-18.92189598083496",Waving
"2.3132705688476562,2.1724660396575928,-0.017510294914245605","-1.6168335676193237,-1.666235327720642,-2.4881818294525146","-10.907132148742676,-19.322189331054688",Waving
"1.7476439476013184,1.5688703060150146,-0.1013263463973999","1.281494140625,-1.0835840702056885,3.3714022636413574","-10.907132148742676,-20.906761169433594",Waving
"1.0767117738723755,1.5004124641418457,0.26336050033569336","1.6551183462142944,0.4736274480819702,6.014392375946045","-10.907132148742676,-16.33540916442871",Waving
"-0.11464381217956543,1.2049767971038818,0.6112169027328491","0.7452061772346497,0.9694600701332092,9.03251838684082","-10.211784362792969,-15.071779251098633",Waving
"-0.9561026096343994,1.0708560943603516,0.598158597946167","0.6332610249519348,0.5816899538040161,10.954082489013672","-9.935253143310547,-11.57834529876709",Waving
"-1.2689931392669678,1.2631515264511108,0.7071187496185303","-0.08713923394680023,1.435046672821045,12.002854347229004","-8.045384407043457,-11.871753692626953",Waving
"-1.8031949996948242,2.0150961875915527,0.6498627662658691","-4.7991766929626465,4.080134391784668,13.505192756652832","-5.919776439666748,-10.343445777893066",Waving
"-2.784367799758911,2.225191116333008,-0.08006703853607178","-5.592170238494873,0.3092859089374542,12.08447551727295","-5.919776439666748,-11.299495697021484",Waving
"-3.391356945037842,1.5541207790374756,-0.552742600440979","-6.351423263549805,0.2355019599199295,9.21049690246582","-5.919776439666748,-12.411511421203613",Waving
"-3.473125696182251,0.6685150861740112,-1.6389236450195312","-3.244847059249878,-0.297590970993042,0.1400960385799408","-5.919776439666748,-13.505870819091797",Waving
"-2.9702868461608887,0.2813096046447754,-1.3011590242385864","0.17256876826286316,0.45043930411338806,-2.5585670471191406","-5.919776439666748,-14.460066795349121",Waving
"-2.4719104766845703,0.390622615814209,-0.8998223543167114","1.0429564714431763,2.128077507019043,-3.8985843658447266","-5.919776439666748,-15.527701377868652",Waving
"-2.201859951019287,0.7876554131507874,-0.27184224128723145","2.6024060249328613,2.6670639514923096,-4.471127986907959","-5.919776439666748,-16.506013870239258",Waving
"-2.2040154933929443,1.1789956092834473,0.06679761409759521","3.5617008209228516,1.0992710590362549,-7.104801177978516","-5.919776439666748,-9.782256126403809",Waving
"-1.97382390499115,1.3848929405212402,0.17940104007720947","3.7245795726776123,0.25606584548950195,-8.532832145690918","-5.919776439666748,-10.611119270324707",Waving
"-1.4258489608764648,1.5564876794815063,0.3364439010620117","3.5231363773345947,-0.4405100345611572,-10.098793029785156","-5.919776439666748,-11.60312557220459",Waving
"-0.8192974925041199,1.5120735168457031,0.43651843070983887","2.4629993438720703,-2.1777894496917725,-10.291624069213867","-5.919776439666748,-12.585599899291992",Waving
"-0.574248194694519,1.3957958221435547,0.4676428437232971","1.3211318254470825,-3.010986089706421,-9.50236988067627","-5.919776439666748,-14.070090293884277",Waving
"0.45628201961517334,1.4389526844024658,0.17991960048675537","-1.6184780597686768,-2.5183427333831787,-7.973393440246582","-5.919776439666748,-14.738722801208496",Waving
"1.7053625583648682,1.797168254852295,-0.4884921908378601","-2.6073334217071533,0.38943320512771606,-4.776719093322754","-5.919776439666748,-15.832569122314453",Waving
"2.0691866874694824,1.9733020067214966,-0.7018498182296753","-1.6771589517593384,0.2549307942390442,-3.1160144805908203","-5.919776439666748,-17.450632095336914",Waving
"2.0780229568481445,2.1365604400634766,-0.6090527772903442","1.0901020765304565,-0.6030827164649963,0.4004967212677002","-5.919776439666748,-18.429744720458984",Waving
"1.154559850692749,1.7584443092346191,0.0634385347366333","2.766526699066162,0.9811881184577942,4.422208786010742","-5.919776439666748,-18.399951934814453",Waving
"0.5505419373512268,1.5093730688095093,0.4144602417945862","2.7067060470581055,1.9937368631362915,6.047239780426025","-5.919776439666748,-18.811016082763672",Waving
"-0.4773004651069641,1.0554313659667969,0.7981147766113281","2.016653537750244,2.067413806915283,8.382279396057129","-5.919776439666748,-14.515116691589355",Waving
"-1.0181002616882324,0.9658308029174805,0.7337747812271118","0.927570641040802,1.6809890270233154,9.611645698547363","-5.919776439666748,-14.956506729125977",Waving
"-1.0856289863586426,1.0661518573760986,0.6403648853302002","0.37723803520202637,2.0058703422546387,10.319329261779785","-5.919776439666748,-15.39279842376709",Waving
"-1.4267330169677734,1.562811255455017,0.7407952547073364","-3.6761279106140137,5.194157600402832,12.173975944519043","-5.919776439666748,-8.675572395324707",Waving
"-2.3606278896331787,2.588141441345215,0.18056905269622803","-8.64944839477539,4.747483730316162,12.67879581451416","-5.919776439666748,-9.540549278259277",Waving
"-3.652461290359497,1.590235710144043,-1.2655689716339111","-8.425911903381348,0.24541746079921722,7.266372203826904","-5.919776439666748,-10.343987464904785",Waving
"-3.054415464401245,1.229892611503601,-1.7811548709869385","-4.914104461669922,1.9803709983825684,-0.37536174058914185","-5.919776439666748,-11.29655933380127",Waving
"-2.527580976486206,1.044647455215454,-1.909447431564331","-3.6528265476226807,2.685760974884033,-1.3051447868347168","-5.919776439666748,-12.368794441223145",Waving
"-2.004523992538452,0.9997221827507019,-1.7092642784118652","0.5768558382987976,3.460195541381836,-2.6826467514038086","-5.919776439666748,-13.277175903320312",Waving
"-2.2332444190979004,1.4546226263046265,-0.6809341311454773","3.8826186656951904,4.473226070404053,-3.4504265785217285","-5.919776439666748,-14.203618049621582",Waving
"-2.1389830112457275,1.5409626960754395,-0.2070307731628418","5.239859580993652,4.874597549438477,-4.607489109039307","-7.034334182739258,-15.364919662475586",Waving
"-1.5484964847564697,1.5022218227386475,0.47412312030792236","7.181812286376953,2.876699447631836,-7.483155250549316","-7.591613292694092,-14.396915435791016",Waving
"-1.2291499376296997,1.6201813220977783,0.9025198817253113","6.841893672943115,-1.9007154703140259,-10.1650390625","-8.706171035766602,-10.127237319946289",Waving
"-0.9684136509895325,1.5674268007278442,0.9981750249862671","5.1399431228637695,-3.529871702194214,-11.415586471557617","-9.263449668884277,-10.50467586517334",Waving
"0.13403445482254028,1.7364803552627563,0.5911330580711365","1.2191280126571655,-5.485533714294434,-12.659613609313965","-10.378007888793945,-12.094704627990723",Waving
"1.4793925285339355,1.962707281112671,-0.32670021057128906","-1.5981162786483765,-4.820075511932373,-8.083054542541504","-10.935286521911621,-12.446541786193848",Waving
"1.9310435056686401,1.9753351211547852,-0.7191597819328308","-2.435687303543091,-1.853577971458435,-4.3298563957214355","-12.049844741821289,-14.15607738494873",Waving
"2.000594139099121,2.0627188682556152,-1.2632933855056763","-0.5535332560539246,2.7927253246307373,0.6887511014938354","-12.607123374938965,-14.591195106506348",Waving
"1.2671878337860107,1.5421879291534424,-0.6289759874343872","4.055386543273926,1.6403391361236572,3.42903733253479","-13.16440200805664,-15.1732816696167",Waving
"0.7855077981948853,1.2761784791946411,-0.04817396402359009","5.056472301483154,1.5899605751037598,4.613555908203125","-14.278960227966309,-17.28302001953125",Waving
"-0.05698549747467041,0.6671441197395325,0.7369457483291626","4.218380928039551,2.510615587234497,6.656157970428467","-14.836238861083984,-18.29762840270996",Waving
"-0.5316426157951355,0.3345320224761963,0.8180444836616516","2.4807064533233643,3.1108360290527344,8.322050094604492","-15.950797080993652,-20.025375366210938",Waving
"-0.6210725903511047,0.29752224683761597,0.8338993787765503","1.844483494758606,2.8889851570129395,9.260993003845215","-16.508075714111328,-20.34273338317871",Waving
"-0.909229040145874,0.6208072304725647,1.2599308490753174","-2.327941417694092,6.710870265960693,12.908097267150879","-17.03278350830078,-21.442975997924805",Waving
"-1.0375738143920898,2.2137904167175293,0.6925779581069946","-14.362371444702148,11.723686218261719,13.705086708068848","-17.03278350830078,-22.04261016845703",Waving
"-1.3587827682495117,2.620757818222046,-1.4009138345718384","-16.568950653076172,9.544466018676758,10.58270263671875","-17.03278350830078,-22.808218002319336",Waving
"-1.7639250755310059,1.9707906246185303,-3.369373321533203","-1.4905592203140259,0.8999974131584167,-0.1317027360200882","-17.03278350830078,-24.67529296875",Waving
"-1.340369701385498,1.6090492010116577,-1.4679591655731201","1.650283694267273,-1.8119714260101318,-3.144744634628296","-17.03278350830078,-25.689510345458984",Waving
"-0.9868929386138916,1.2566862106323242,-1.5874395370483398","1.6559807062149048,0.7969672083854675,-2.449044942855835","-17.03278350830078,-26.377239227294922",Waving
"-1.0115526914596558,1.4045770168304443,-1.3790968656539917","4.82658576965332,2.8091719150543213,-1.7029060125350952","-17.03278350830078,-26.606056213378906",Waving
"-1.138299822807312,1.5063929557800293,-0.8252085447311401","8.297412872314453,0.25310811400413513,-3.5760414600372314","-11.660944938659668,-13.952800750732422",Waving
"-1.1217553615570068,1.5202375650405884,-0.5127744078636169","9.443588256835938,-0.8295440673828125,-4.906466007232666","-11.660944938659668,-14.13347053527832",Waving
"-0.980743408203125,1.5983574390411377,-0.0863950252532959","10.541848182678223,-1.942042350769043,-7.9024882316589355","-11.660944938659668,-13.495038032531738",Waving
"-0.48240816593170166,1.6710898876190186,0.39143311977386475","8.618725776672363,-5.793123722076416,-10.978981018066406","-11.016658782958984,-13.694849014282227",Waving
"-0.13396412134170532,1.5594336986541748,0.42393922805786133","6.560494422912598,-8.172324180603027,-11.395979881286621","-11.016658782958984,-13.864629745483398",Waving
"0.3624204397201538,1.4727065563201904,0.41705572605133057","1.5443155765533447,-6.800169944763184,-10.873566627502441","-11.016658782958984,-15.556641578674316",Waving
"1.6101250648498535,1.671459436416626,0.3113139867782593","-1.7758420705795288,-0.3787806034088135,-5.144712924957275","-11.016658782958984,-16.212257385253906",Waving
"1.782529592514038,1.8840575218200684,0.24319446086883545","-2.1649227142333984,1.7573386430740356,-2.2467973232269287","-11.016658782958984,-18.016294479370117",Waving
"1.7914891242980957,2.05728816986084,0.05440080165863037","0.0032031501177698374,0.802245557308197,1.258230447769165","-11.016658782958984,-18.35426139831543",Waving
"1.085315227508545,1.806032657623291,0.27870404720306396","1.8865532875061035,-0.6219016313552856,4.937562942504883","-11.016658782958984,-19.987821578979492",Waving
"0.6070189476013184,1.5977824926376343,0.4272586703300476","2.117244005203247,0.25492921471595764,6.558271408081055","-11.016658782958984,-20.019515991210938",Waving
"-0.29798001050949097,1.1844671964645386,0.7520114779472351","1.3529983758926392,1.8259869813919067,8.921241760253906","-11.016658782958984,-20.38112449645996",Waving
"-0.7906057238578796,0.8079142570495605,0.8581230044364929","-0.6095670461654663,1.590227484703064,9.6876220703125","-8.633238792419434,-17.503671646118164",Waving
"-0.904366135597229,0.7003029584884644,0.8832354545593262","-1.740658164024353,1.7493427991867065,10.139837265014648","-8.633238792419434,-18.255517959594727",Waving
"-0.9090896248817444,0.9985746145248413,0.8090656995773315","-6.027346134185791,3.557159423828125,11.36264419555664","-8.633238792419434,-19.963329315185547",Waving
"-1.1160187721252441,2.2725026607513428,0.1340680718421936","-11.265728950500488,5.548797607421875,12.290990829467773","-8.633238792419434,-20.527721405029297",Waving
"-1.2967244386672974,2.5798611640930176,-0.6711302399635315","-12.426263809204102,5.782071113586426,10.5342378616333","-2.8651106357574463,-16.51426887512207",Waving
"-1.4606739282608032,2.1366195678710938,-2.687880754470825","-6.8788886070251465,4.5377888679504395,4.057460784912109","-2.8651106357574463,-16.98772430419922",Waving
"-1.3473228216171265,1.9163827896118164,-2.1271121501922607","0.9589056968688965,-0.27773919701576233,-1.0251669883728027","-2.8651106357574463,-15.253175735473633",Waving
"-1.065047264099121,1.6804145574569702,-1.8543486595153809","1.9684399366378784,-0.14705151319503784,-1.4790953397750854","-2.8651106357574463,-12.266511917114258",Waving
"-0.7503973245620728,1.4119423627853394,-1.7182369232177734","4.1457672119140625,2.2534265518188477,-0.046234775334596634","-2.8651106357574463,-12.696785926818848",Waving
"-1.219170331954956,1.4447190761566162,-1.1009317636489868","6.5261549949646,3.468940258026123,0.7984133958816528","-2.8651106357574463,-14.119312286376953",Waving
"-1.354519009590149,1.442578911781311,-0.8776068687438965","7.25692081451416,3.567718505859375,0.11610619723796844","-2.8651106357574463,-14.957935333251953",Waving
"-1.2647056579589844,1.5054394006729126,-0.6743272542953491","9.426329612731934,1.3651903867721558,-2.2385244369506836","-2.8651106357574463,-14.831274032592773",Waving
"-1.165420413017273,1.3759942054748535,-0.002886533737182617","10.946882247924805,-1.152039647102356,-5.174560546875","-2.8651106357574463,-15.492509841918945",Waving
"-0.9214985966682434,1.1029174327850342,0.5676016807556152","9.428126335144043,-0.8497425317764282,-6.224307537078857","-2.8651106357574463,-16.848468780517578",Waving
"-0.06569457054138184,0.28157052397727966,1.18038010597229","2.879943370819092,3.9205307960510254,-3.8740739822387695","-2.8651106357574463,-16.582101821899414",Waving
"0.10344037413597107,0.024520158767700195,0.6007156372070312","0.4791734218597412,4.4836578369140625,-1.8501919507980347","-2.8651106357574463,-17.482330322265625",Waving
"0.006528288125991821,-0.12079247832298279,0.3482259511947632","1.5254275798797607,1.6948785781860352,-1.9400278329849243","-2.8651106357574463,-18.219823837280273",Waving
"0.07571834325790405,-0.10909697413444519,0.7696191072463989","2.6828725337982178,0.9557943940162659,-2.1686899662017822","-2.8651106357574463,-15.46640396118164",Waving
"-0.01219746470451355,-0.03781914710998535,0.4733952283859253","0.9282556176185608,0.09406790137290955,-1.3317543268203735","-2.8651106357574463,-17.44997787475586",Waving
"-0.0660477876663208,-0.06885652244091034,0.18637597560882568","1.0264450311660767,-1.2005351781845093,-1.6108323335647583","-2.8651106357574463,-18.410823822021484",Waving
"-0.06102192401885986,-0.21040284633636475,0.3345702886581421","2.083030939102173,-4.556413173675537,-3.2804019451141357","-2.8651106357574463,-20.111326217651367",Waving
"1.1697226762771606,-0.281722754240036,0.9270695447921753","-2.4823403358459473,-0.04660027101635933,-0.21256622672080994","-2.8651106357574463,-20.769268035888672",Waving
"0.260318398475647,-0.10506140440702438,-0.2042618989944458","-2.872291088104248,1.0475322008132935,0.444025456905365","-2.8651106357574463,-21.34702491760254",Waving
"0.1742975115776062,-0.17522363364696503,-0.2174443006515503","0.9613353610038757,-0.2533600628376007,-0.21733862161636353","-2.8651106357574463,-21.745527267456055",Waving
"0.5175779461860657,-0.45536723732948303,0.18516898155212402","0.12929782271385193,1.5557061433792114,0.23739293217658997","-2.8651106357574463,-22.614519119262695",Waving
"0.8144412636756897,-1.1215273141860962,0.153425931930542","-2.0598318576812744,0.4209331274032593,0.8955431580543518","-2.8651106357574463,-23.33332633972168",Waving
"0.5430252552032471,-1.2077652215957642,-0.15794098377227783","-4.489267826080322,2.5549519062042236,-1.9814889430999756","-2.8651106357574463,-23.609806060791016",Waving
"-0.6494405269622803,0.35804009437561035,0.5495526790618896","-5.525543212890625,4.690052032470703,-7.809852123260498","-2.8651106357574463,-19.8933162689209",Waving
"-1.513860821723938,0.8354847431182861,1.1304357051849365","-3.8485841751098633,2.5850584506988525,-9.857253074645996","-2.8651106357574463,-19.04112434387207",Waving
"-1.6301020383834839,0.3204779028892517,0.035054922103881836","-2.6609768867492676,-4.011453151702881,-5.6369099617004395","-2.8651106357574463,-19.539222717285156",Waving
"-1.1113784313201904,0.2688303589820862,-1.040529727935791","-2.279266119003296,-6.946794509887695,-2.0399656295776367","-2.8651106357574463,-20.26659393310547",Waving
"-0.7758904695510864,0.26242795586586,-1.2784606218338013","-1.480186939239502,-6.610195159912109,-2.4824540615081787","-2.8651106357574463,-15.821712493896484",Waving
"-0.41042089462280273,0.5132852792739868,-1.4287351369857788","-0.7500476241111755,-2.6434361934661865,-6.025122165679932","-3.422389507293701,-16.589221954345703",Waving
"-0.14923930168151855,0.4389723837375641,-1.7412018775939941","-1.8785638809204102,-2.8089544773101807,-8.850541114807129","-3.979668378829956,-14.97779655456543",Waving
"0.2901790142059326,0.6971042156219482,-1.577878713607788","-2.2694196701049805,-1.3368948698043823,-8.86457347869873","-5.094226360321045,-16.101696014404297",Waving
"0.28960973024368286,0.8777860403060913,-1.48752760887146","-0.6850278973579407,0.8542986512184143,-5.855244159698486","-5.651504993438721,-16.637535095214844",Waving
"0.31905263662338257,1.729904055595398,-1.0175909996032715","1.8296345472335815,0.765936017036438,-1.440551996231079","-6.766063213348389,-18.640501022338867",Waving
"0.32946205139160156,1.9009772539138794,-0.8743512630462646","2.1100447177886963,0.7084266543388367,-0.054080452769994736","-7.3233418464660645,-19.495420455932617",Waving
"0.295160710811615,1.9156372547149658,-0.8158479928970337","-0.657515287399292,0.7448997497558594,1.448606014251709","-7.880620956420898,-20.406291961669922",Waving
"-0.0073566436767578125,1.522711992263794,-0.8314535617828369","-4.262078762054443,-0.2721380293369293,2.346606969833374","-8.99517822265625,-11.342988014221191",Waving
"-0.13121533393859863,1.3280037641525269,-0.9581680297851562","-5.45648717880249,-1.0319650173187256,2.7776033878326416","-9.137418746948242,-12.247408866882324",Waving
"-0.2954498529434204,1.0486669540405273,-1.2950787544250488","-6.674664497375488,-1.6973084211349487,3.9834835529327393","-9.137418746948242,-14.152530670166016",Waving
"-0.48144054412841797,0.8124788403511047,-1.3880268335342407","-6.132023811340332,-1.3417348861694336,5.426552772521973","-9.137418746948242,-15.224164009094238",Waving
"-0.5501497983932495,0.7730247378349304,-1.2961479425430298","-5.514301776885986,-1.1200597286224365,5.939745903015137","-9.137418746948242,-13.17154312133789",Waving
"-0.6776790022850037,0.8981922268867493,-1.1388792991638184","-5.1749138832092285,-0.8572824597358704,6.648342609405518","-9.137418746948242,-14.21200180053711",Waving
"-0.6325552463531494,0.9273688793182373,-0.8487120866775513","-5.776837348937988,-0.972450315952301,7.132837772369385","-9.137418746948242,-14.961511611938477",Waving
"-0.5110059976577759,0.8101110458374023,-0.5919216871261597","-5.82741641998291,-1.0424951314926147,7.156085014343262","-9.137418746948242,-17.020565032958984",Waving
"-0.2219812572002411,0.7418209314346313,-0.2088947892189026","-4.79252815246582,-0.894960343837738,7.17372989654541","-9.137418746948242,-17.990291595458984",Waving
"-0.24474766850471497,0.6669220924377441,-0.47619664669036865","-4.0416975021362305,-0.023022212088108063,7.670458793640137","-9.137418746948242,-19.76215934753418",Waving
"-0.3351884186267853,0.3958021402359009,-0.738215446472168","-3.9642982482910156,0.31028786301612854,7.200102806091309","-9.137418746948242,-20.335161209106445",Waving
"-0.821512758731842,0.25705957412719727,-0.7521904110908508","-2.0307962894439697,1.4963703155517578,7.169393539428711","-9.137418746948242,-22.483749389648438",Waving
"-2.1010563373565674,-0.6539546847343445,-0.8378885388374329","-1.08430016040802,3.1110661029815674,3.026592969894409","-9.137418746948242,-23.498689651489258",Waving
"-2.34375,-1.4734042882919312,-0.804155170917511","-0.8833316564559937,2.1341090202331543,-0.6367939114570618","-9.137418746948242,-25.651206970214844",Waving
"-1.1663596630096436,-1.0391383171081543,-0.6885248422622681","0.9330475330352783,-0.4672108292579651,-2.671147584915161","-9.137418746948242,-26.723190307617188",Waving
"-0.766345739364624,-0.5754906535148621,-0.7258847951889038","2.5248632431030273,-2.0903515815734863,-2.0128867626190186","-9.137418746948242,-27.71824073791504",Waving
"-0.8346386551856995,-0.23194265365600586,-0.7308822870254517","2.8540778160095215,-1.8713008165359497,-3.2962586879730225","-9.137418746948242,-28.6959228515625",Waving
"-0.5612283945083618,0.5447540283203125,-0.966455340385437","3.233794689178467,-0.508301317691803,-6.652766227722168","-9.137418746948242,-29.56586265563965",Waving
"-0.18489906191825867,0.780794620513916,-0.9887820482254028","3.7829997539520264,-0.3390430510044098,-7.183315753936768","-9.137418746948242,-30.99432373046875",Waving
"-0.11159378290176392,0.9606441259384155,-0.8667958974838257","4.394381999969482,-0.22961588203907013,-6.905620574951172","-9.137418746948242,-31.737157821655273",Waving
"-0.22672411799430847,1.3095768690109253,-0.7340190410614014","5.444355010986328,-0.1939055621623993,-7.052619457244873","-9.137418746948242,-17.817903518676758",Waving
"-0.3208320140838623,1.397402048110962,-0.7017935514450073","5.713165283203125,-0.3169665038585663,-8.235102653503418","-9.137418746948242,-18.763334274291992",Waving
"-0.24319952726364136,1.5991132259368896,-0.5385901927947998","5.94785213470459,0.3578667938709259,-8.708708763122559","-9.137418746948242,-17.824665069580078",Waving
"-0.2637411952018738,1.608574628829956,-0.818265438079834","5.712634563446045,1.6893525123596191,-7.20396089553833","-9.137418746948242,-16.668540954589844",Waving
"-0.22876012325286865,1.7246997356414795,-0.6439691781997681","6.691646575927734,0.276603639125824,-5.280269145965576","-9.137418746948242,-17.755905151367188",Waving
"-0.00905919075012207,1.8879460096359253,-0.44158220291137695","6.913376331329346,0.87912517786026,-4.093814849853516","-9.137418746948242,-19.12606430053711",Waving
"-0.04807549715042114,1.7447631359100342,-0.9964516162872314","2.9172582626342773,0.566358745098114,-2.0684051513671875","-9.137418746948242,-20.0474796295166",Waving
"-0.05653947591781616,1.7486374378204346,-1.0826927423477173","-0.6540950536727905,-0.6194222569465637,0.2430758774280548","-9.137418746948242,-17.25743293762207",Waving
"-0.03695613145828247,1.688734531402588,-0.9806791543960571","-1.2209712266921997,-0.48037222027778625,1.3547283411026","-9.137418746948242,-18.207279205322266",Waving
"-0.12600445747375488,1.5205135345458984,-1.0510340929031372","-2.5208683013916016,-0.1469534933567047,2.869795322418213","-9.694697380065918,-18.879358291625977",Waving
"-0.16979455947875977,1.327276587486267,-1.0845873355865479","-4.193361759185791,-0.05132684484124184,3.909646987915039","-10.809255599975586,-20.136991500854492",Waving
"-0.21453291177749634,1.1348707675933838,-1.1784263849258423","-5.013918876647949,0.03887229040265083,4.15431022644043","-11.366534233093262,-20.43312644958496",Waving
"-0.2578657269477844,0.7651346325874329,-1.2598028182983398","-5.763558387756348,0.5882152915000916,4.615904331207275","-10.223586082458496,-16.693195343017578",Waving
"-0.3040716052055359,0.6769446134567261,-1.0389115810394287","-4.907934665679932,1.3713438510894775,5.401244163513184","-6.865121364593506,-9.263348579406738",Waving
"-0.36002540588378906,0.6673394441604614,-0.932415246963501","-4.511264801025391,1.3898181915283203,6.051493167877197","-6.865121364593506,-10.889640808105469",Waving
"-0.4585319757461548,0.7067729234695435,-0.7824392318725586","-4.142154693603516,1.07749605178833,7.573601722717285","-6.865121364593506,-11.502662658691406",Waving
"-0.21723175048828125,0.8357841968536377,-0.4091942310333252","-3.233405351638794,0.44098883867263794,8.163427352905273","-6.865121364593506,-13.632088661193848",Waving
"-0.05374613404273987,0.9323290586471558,-0.22972917556762695","-2.866504430770874,0.6225951313972473,8.510704040527344","-6.865121364593506,-14.518404006958008",Waving
"0.1277216076850891,1.008252501487732,-0.27206146717071533","-2.982194185256958,2.3833296298980713,8.088366508483887","-6.865121364593506,-15.452157974243164",Waving
"0.04228788614273071,0.5090046525001526,-0.8818472623825073","-3.901395320892334,4.0417256355285645,5.800475120544434","-6.865121364593506,-17.27607536315918",Waving
"-0.6244910359382629,-0.10394424200057983,-0.8665090203285217","-3.218341112136841,5.200674533843994,5.216891288757324","-6.865121364593506,-18.107404708862305",Waving
"-2.8796257972717285,-1.9041502475738525,-0.07434505224227905","1.7261444330215454,1.5519418716430664,1.3674379587173462","-6.865121364593506,-19.937021255493164",Waving
"-0.7880311608314514,-0.1543971300125122,-0.08235424757003784","0.9591121077537537,-2.996695041656494,0.865264892578125","-6.865121364593506,-20.715389251708984",Waving
"-0.470478355884552,-0.4176807403564453,0.08831787109375","-0.6918013691902161,-3.214448928833008,1.1990654468536377","-6.865121364593506,-22.49840545654297",Waving
"-0.9858853816986084,-0.6057720184326172,-0.044375598430633545","-0.7366831302642822,-2.3269073963165283,-1.6902118921279907","-6.865121364593506,-23.560420989990234",Waving
"-1.0258538722991943,-0.41036713123321533,-0.3282524347305298","0.8334106206893921,-1.4902247190475464,-4.801863670349121","-6.865121364593506,-24.297157287597656",Waving
"-1.13547682762146,-0.35772961378097534,-0.5784193277359009","1.2766588926315308,-2.182553291320801,-5.05649471282959","-6.865121364593506,-25.91602897644043",Waving
"-0.8267152309417725,0.10864996910095215,-1.027016043663025","1.76425302028656,-3.9289751052856445,-5.6236891746521","-6.865121364593506,-26.80333709716797",Waving
"-0.31176307797431946,0.83913254737854,-0.7913552522659302","2.1695733070373535,-3.522615671157837,-7.067547798156738","-6.865121364593506,-27.576820373535156",Waving
